,"taxon.name","variable.units","variable.element","variable.context","taxon.group","ecological.group","alias","match"
"31967","Botrychium lunaria","NISP","spore","NA","Vascular plants","VACR","Botrychium lunaria",
"32017","Botrychium multifidum","NISP","spore","NA","Vascular plants","VACR","Botrychium multifidum",
"41125","Botrychium multifidum","NISP","spore","NA","Vascular plants","VACR","NA",
"10126","Botrychium simplex","NISP","spore","NA","Vascular plants","VACR","Botrychium simplex",
"3948","Botrychium simplex-type","NISP","spore","NA","Vascular plants","VACR","Botrychium simplex-type",
"13305","Botrychium simplex-type","NISP","spore","NA","Vascular plants","VACR","NA",
"3937","Botrychium undiff.","NISP","spore","NA","Vascular plants","VACR","Botrychium undiff.",
"13294","Botrychium undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"959","Botrychium virginianum","NISP","spore","NA","Vascular plants","VACR","Botrychium virginianum",
"13298","Botrychium virginianum","NISP","spore","NA","Vascular plants","VACR","NA",
"454","Botrychium-type","NISP","spore","NA","Vascular plants","VACR","Botrychium-type",
"19537","cf. Adiantum","NISP","spore","NA","Vascular plants","VACR","cf. Adiantum",
"50305","cf. Adiantum","NISP","spore","NA","Vascular plants","VACR","NA",
"23613","cf. Asplenium","NISP","spore","NA","Vascular plants","VACR","NA",
"35606","cf. Athyrium","NISP","spore","NA","Vascular plants","VACR","NA",
"40889","cf. Blechnum","NISP","spore","NA","Vascular plants","VACR","NA",
"1486","cf. Botrychium","NISP","spore","NA","Vascular plants","VACR","NA",
"35933","cf. Cyatheaceae","NISP","spore","NA","Vascular plants","VACR","cf. Cyatheaceae",
"37283","cf. Dennstaedtia","NISP","spore","NA","Vascular plants","VACR","NA",
"338","cf. Gymnocarpium","NISP","spore","NA","Vascular plants","VACR","NA",
"4835","cf. Gymnocarpium","NISP","spore","NA","Vascular plants","VACR","cf. Gymnocarpium",
"4638","cf. Huperzia lucidula","NISP","spore","NA","Vascular plants","VACR","cf. Huperzia lucidula",
"51481","cf. Lycopodium","NISP","spore","NA","Vascular plants","VACR","NA",
"23559","cf. Onoclea sensibilis","NISP","spore","NA","Vascular plants","VACR","NA",
"32297","cf. Osmunda","NISP","spore","NA","Vascular plants","VACR","NA",
"378","cf. Rugulatisporites quintus","NISP","spore","anachronic","Vascular plants","VACR","NA",
"25687","cf. Selaginella","NISP","spore","NA","Vascular plants","VACR","NA",
"35971","cf. Selaginella","NISP","spore","NA","Vascular plants","VACR","cf. Selaginella",
"389","cf. Triplanosporites","NISP","spore","anachronic","Vascular plants","VACR","NA",
"6564","Cheilanthes","NISP","spore","NA","Vascular plants","VACR","Cheilanthes",
"36466","Cheilanthes","NISP","spore","NA","Vascular plants","VACR","NA",
"19124","Claytosmunda claytoniana","NISP","spore","NA","Vascular plants","VACR","NA",
"11103","Cryptogramma","NISP","spore","NA","Vascular plants","VACR","NA",
"10785","Cryptogramma cf. C. stelleri","NISP","spore","NA","Vascular plants","VACR","NA",
"11125","Cystopteris","NISP","spore","NA","Vascular plants","VACR","Cystopteris",
"37277","Cystopteris","NISP","spore","NA","Vascular plants","VACR","NA",
"24564","Cystopteris bulbifera","NISP","spore","NA","Vascular plants","VACR","Cystopteris bulbifera",
"40360","Cystopteris bulbifera","NISP","spore","NA","Vascular plants","VACR","NA",
"32930","Cystopteris fragilis","NISP","spore","NA","Vascular plants","VACR","NA",
"9313","Cystopteris-type","NISP","spore","NA","Vascular plants","VACR","Cystopteris-type",
"50131","Cystopteris-type","NISP","spore","NA","Vascular plants","VACR","NA",
"3931","Dennstaedtia","NISP","spore","NA","Vascular plants","VACR","Dennstaedtia",
"33456","Dennstaedtia","NISP","spore","NA","Vascular plants","VACR","NA",
"9290","Dennstaedtia-type","NISP","spore","NA","Vascular plants","VACR","Dennstaedtia-type",
"549","Diphasiastrum alpinum","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum alpinum",
"552","Diphasiastrum alpinum-type","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum alpinum-type",
"537","Diphasiastrum complanatum","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum complanatum",
"2887","Diphasiastrum complanatum","NISP","spore","NA","Vascular plants","VACR","NA",
"346","Diphasiastrum complanatum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"532","Diphasiastrum complanatum-type","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum complanatum-type",
"50476","Diphasiastrum complanatum/D. tristachyum","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum complanatum/D. tristachyum",
"17013","Diphasiastrum tristachyum","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum tristachyum",
"45269","Diphasiastrum tristachyum","NISP","spore","NA","Vascular plants","VACR","NA",
"4627","Diphasiastrum tristachyum-type","NISP","spore","NA","Vascular plants","VACR","Diphasiastrum tristachyum-type",
"432","Dryopteris","NISP","spore","NA","Vascular plants","VACR","Dryopteris",
"1484","Dryopteris","NISP","spore","NA","Vascular plants","VACR","NA",
"14354","Dryopteris campyloptera","NISP","spore","NA","Vascular plants","VACR","NA",
"9521","Dryopteris carthusiana","NISP","spore","NA","Vascular plants","VACR","NA",
"21704","Dryopteris carthusiana","NISP","spore","NA","Vascular plants","VACR","Dryopteris carthusiana",
"8070","Dryopteris carthusiana-type","NISP","spore","NA","Vascular plants","VACR","Dryopteris carthusiana-type",
"34427","Dryopteris carthusiana-type","NISP","spore","NA","Vascular plants","VACR","NA",
"23599","Dryopteris cf. D. filix-mas","NISP","spore","NA","Vascular plants","VACR","NA",
"23614","Dryopteris cf. D. fragrans","NISP","spore","NA","Vascular plants","VACR","NA",
"23619","Dryopteris cf. D. goldiana","NISP","spore","NA","Vascular plants","VACR","NA",
"31560","Dryopteris fragrans","NISP","spore","NA","Vascular plants","VACR","NA",
"9434","Dryopteris fragrans-type","NISP","spore","NA","Vascular plants","VACR","Dryopteris fragrans-type",
"21708","Dryopteris goldiana","NISP","spore","NA","Vascular plants","VACR","Dryopteris goldiana",
"49115","Dryopteris goldiana","NISP","spore","NA","Vascular plants","VACR","NA",
"7","Dryopteris-type","NISP","spore","NA","Vascular plants","VACR","Dryopteris-type",
"140","Dryopteris-type","NISP","spore","NA","Vascular plants","VACR","NA",
"543","Dryopteris-type undiff.","NISP","spore","NA","Vascular plants","VACR","Dryopteris-type undiff.",
"1494","Dryopteris-type undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"50146","Equisetaceae","NISP","spore","NA","Vascular plants","VACR","NA",
"54","Equisetum","NISP","spore","NA","Vascular plants","VACR","Equisetum",
"64","Equisetum","NISP","spore","NA","Vascular plants","VACR","NA",
"49626","Equisetum-type","NISP","spore","NA","Vascular plants","VACR","Equisetum-type",
"2056","Gymnocarpium","NISP","spore","NA","Vascular plants","VACR","NA",
"14982","Gymnocarpium","NISP","spore","NA","Vascular plants","VACR","Gymnocarpium",
"23585","Gymnocarpium robertianum","NISP","spore","NA","Vascular plants","VACR","NA",
"35905","Gymnocarpium-type","NISP","spore","NA","Vascular plants","VACR","Gymnocarpium-type",
"48700","Huperzia","NISP","spore","NA","Vascular plants","VACR","Huperzia",
"435","Huperzia lucidula","NISP","spore","NA","Vascular plants","VACR","Huperzia lucidula",
"1297","Huperzia lucidula","NISP","spore","NA","Vascular plants","VACR","NA",
"1563","Huperzia lucidula-type","NISP","spore","NA","Vascular plants","VACR","NA",
"11630","Huperzia lucidula-type","NISP","spore","NA","Vascular plants","VACR","Huperzia lucidula-type",
"74","Huperzia selago","NISP","spore","NA","Vascular plants","VACR","NA",
"3932","Huperzia selago","NISP","spore","NA","Vascular plants","VACR","Huperzia selago",
"524","Huperzia selago-type","NISP","spore","NA","Vascular plants","VACR","Huperzia selago-type",
"11106","Huperzia selago-type","NISP","spore","NA","Vascular plants","VACR","NA",
"9387","Huperzia selago/H. lucidula","NISP","spore","NA","Vascular plants","VACR","Huperzia selago/H. lucidula",
"49697","Hymenophyllaceae","NISP","spore","NA","Vascular plants","VACR","Hymenophyllaceae",
"49212","Leptosporangiatae","NISP","spore","NA","Vascular plants","VACR","Leptosporangiatae",
"49945","Leptosporangiatae","NISP digitized","spore","NA","Vascular plants","VACR","NA",
"38471","Leptosporangiatae undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"1470","Lycopodiaceae","NISP","spore","NA","Vascular plants","VACR","NA",
"2528","Lycopodiaceae","NISP","spore","NA","Vascular plants","VACR","Lycopodiaceae",
"1651","Lycopodiaceae cf. Diphasiastrum complanatum","NISP","spore","NA","Vascular plants","VACR","Lycopodiaceae cf. Diphasiastrum complanatum",
"19135","Lycopodiaceae cf. Diphasiastrum complanatum","NISP","spore","NA","Vascular plants","VACR","NA",
"1641","Lycopodiaceae cf. Lycopodium annotinum","NISP","spore","NA","Vascular plants","VACR","Lycopodiaceae cf. Lycopodium annotinum",
"19133","Lycopodiaceae cf. Lycopodium clavatum","NISP","spore","NA","Vascular plants","VACR","NA",
"67","Lycopodiaceae undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"448","Lycopodiaceae undiff.","NISP","spore","NA","Vascular plants","VACR","Lycopodiaceae undiff.",
"927","Lycopodiella inundata","NISP","spore","NA","Vascular plants","VACR","Lycopodiella inundata",
"12996","Lycopodiella inundata","NISP","spore","NA","Vascular plants","VACR","NA",
"31582","Lycopodiella inundata-type","NISP","spore","NA","Vascular plants","VACR","NA",
"7765","Lycopodium","NISP","spore","NA","Vascular plants","VACR","Lycopodium",
"7812","Lycopodium","NISP","spore","NA","Vascular plants","VACR","NA",
"947","Lycopodium annotinum","NISP","spore","NA","Vascular plants","VACR","Lycopodium annotinum",
"1007","Lycopodium annotinum","NISP","spore","NA","Vascular plants","VACR","NA",
"510","Lycopodium annotinum-type","NISP","spore","NA","Vascular plants","VACR","Lycopodium annotinum-type",
"11047","Lycopodium annotinum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"38845","Lycopodium cf. L. clavatum","NISP","spore","NA","Vascular plants","VACR","NA",
"451","Lycopodium clavatum","NISP","spore","NA","Vascular plants","VACR","Lycopodium clavatum",
"1008","Lycopodium clavatum","NISP","spore","NA","Vascular plants","VACR","NA",
"11048","Lycopodium clavatum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"4409","Lycopodium clavatum/Diphasiastrum complanatum","NISP","spore","NA","Vascular plants","VACR","Lycopodium clavatum/Diphasiastrum complanatum",
"974","Lycopodium obscurum","NISP","spore","NA","Vascular plants","VACR","Lycopodium obscurum",
"1745","Lycopodium obscurum","NISP","spore","NA","Vascular plants","VACR","NA",
"3744","Lycopodium obscurum-type","NISP","spore","NA","Vascular plants","VACR","Lycopodium obscurum-type",
"4433","Lycopodium undiff.","NISP","spore","NA","Vascular plants","VACR","Lycopodium undiff.",
"34470","Lycopodium undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"37","Lycopodium-type","NISP","spore","NA","Vascular plants","VACR","Lycopodium-type",
"259","Lycopodium-type","NISP","spore","NA","Vascular plants","VACR","NA",
"17703","Lycopodium-type","NISP digitized","spore","NA","Vascular plants","VACR","NA",
"4692","Matteuccia","NISP","spore","NA","Vascular plants","VACR","Matteuccia",
"37346","Matteuccia","NISP","spore","NA","Vascular plants","VACR","NA",
"15880","Matteuccia struthiopteris","NISP","spore","NA","Vascular plants","VACR","Matteuccia struthiopteris",
"50565","Matteuccia/Onoclea","NISP","spore","NA","Vascular plants","VACR","NA",
"40273","Onoclea","NISP","spore","NA","Vascular plants","VACR","NA",
"14392","Onoclea sensibilis","NISP","spore","NA","Vascular plants","VACR","NA",
"27926","Onoclea sensibilis","NISP","spore","NA","Vascular plants","VACR","Onoclea sensibilis",
"21027","Ophioglossaceae","NISP","spore","NA","Vascular plants","VACR","NA",
"1802","Ophioglossum","NISP","spore","NA","Vascular plants","VACR","NA",
"3348","Ophioglossum","NISP","spore","NA","Vascular plants","VACR","Ophioglossum",
"18274","Ophioglossum cf. O. vulgatum","NISP","spore","NA","Vascular plants","VACR","NA",
"31988","Ophioglossum vulgatum","NISP","spore","NA","Vascular plants","VACR","Ophioglossum vulgatum",
"37911","Ophioglossum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"43","Osmunda","NISP","spore","NA","Vascular plants","VACR","Osmunda",
"692","Osmunda","NISP","spore","NA","Vascular plants","VACR","NA",
"986","Osmunda regalis","NISP","spore","NA","Vascular plants","VACR","Osmunda regalis",
"23603","Osmunda regalis","NISP","spore","NA","Vascular plants","VACR","NA",
"620","Osmunda regalis-type","NISP","spore","NA","Vascular plants","VACR","Osmunda regalis-type",
"37458","Osmunda regalis-type","NISP","spore","NA","Vascular plants","VACR","NA",
"3951","Osmunda regalis/O. claytoniana","NISP","spore","NA","Vascular plants","VACR","Osmunda regalis/O. claytoniana",
"13247","Osmunda regalis/O. claytoniana","NISP","spore","NA","Vascular plants","VACR","NA",
"21010","Osmundaceae","NISP","spore","NA","Vascular plants","VACR","NA",
"49214","Osmundaceae cf. Osmundastrum cinnamomeum","NISP","spore","NA","Vascular plants","VACR","Osmundaceae cf. Osmundastrum cinnamomeum",
"3315","Osmundaceae undiff.","NISP","spore","NA","Vascular plants","VACR","Osmundaceae undiff.",
"13246","Osmundaceae undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"380","Osmundastrum cinnamomeum","NISP","spore","NA","Vascular plants","VACR","NA",
"530","Osmundastrum cinnamomeum","NISP","spore","NA","Vascular plants","VACR","Osmundastrum cinnamomeum",
"44032","Osmundastrum cinnamomeum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"46655","Other ferns","NISP","spore","NA","Vascular plants","VACR","Other ferns",
"82","Polypodiaceae","NISP","spore","NA","Vascular plants","VACR","NA",
"5312","Polypodiaceae","NISP","spore","NA","Vascular plants","VACR","Polypodiaceae",
"15819","Polypodiaceae undiff.","NISP","spore","NA","Vascular plants","VACR","Polypodiaceae undiff.",
"12694","Polypodiophyta","NISP","spore","NA","Vascular plants","VACR","NA",
"17709","Polypodiophyta","NISP digitized","spore","NA","Vascular plants","VACR","NA",
"36330","Polypodiophyta","NISP","spore","NA","Vascular plants","VACR","Polypodiophyta",
"9074","Polypodiophyta (monolete) undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"11989","Polypodiophyta (trilete)","NISP","spore","NA","Vascular plants","VACR","NA",
"50584","Polypodiophyta (with perine)","NISP","spore","NA","Vascular plants","VACR","NA",
"50583","Polypodiophyta (without perine)","NISP","spore","NA","Vascular plants","VACR","NA",
"936","Polypodiophyta undiff.","NISP","spore","NA","Vascular plants","VACR","Polypodiophyta undiff.",
"1302","Polypodiophyta undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"218","Polypodium","NISP","spore","NA","Vascular plants","VACR","NA",
"2498","Polypodium","NISP","spore","NA","Vascular plants","VACR","Polypodium",
"6451","Polypodium virginianum","NISP","spore","NA","Vascular plants","VACR","Polypodium virginianum",
"23586","Polypodium virginianum","NISP","spore","NA","Vascular plants","VACR","NA",
"50585","Polypodium vulgare","NISP","spore","NA","Vascular plants","VACR","NA",
"1029","Polypodium-type","NISP","spore","NA","Vascular plants","VACR","NA",
"6860","Polypodium-type","NISP","spore","NA","Vascular plants","VACR","Polypodium-type",
"22677","Polystichum","NISP","spore","NA","Vascular plants","VACR","Polystichum",
"21","Pteridium","NISP","spore","NA","Vascular plants","VACR","Pteridium",
"141","Pteridium","NISP","spore","NA","Vascular plants","VACR","NA",
"320","Pteridium aquilinum","NISP","spore","NA","Vascular plants","VACR","NA",
"4662","Pteridium aquilinum","NISP","spore","NA","Vascular plants","VACR","Pteridium aquilinum",
"247","Pteridium-type","NISP","spore","NA","Vascular plants","VACR","NA",
"1608","Pteridium-type","NISP","spore","NA","Vascular plants","VACR","Pteridium-type",
"43938","Pteridophyta","NISP","spore","NA","Vascular plants","VACR","Pteridophyta",
"49041","Pteridophyta","NISP","spore","NA","Vascular plants","VACR","NA",
"2218","Pteridophyta undiff.","NISP","spore","NA","Vascular plants","VACR","NA",
"17167","Pteridophyta undiff.","NISP","spore","NA","Vascular plants","VACR","Pteridophyta undiff.",
"394","Rugutriletes regularis","NISP","spore","anachronic","Vascular plants","VACR","NA",
"280","Selaginella","NISP","spore","NA","Vascular plants","VACR","NA",
"5790","Selaginella","NISP","spore","NA","Vascular plants","VACR","Selaginella",
"17746","Selaginella","NISP digitized","spore","NA","Vascular plants","VACR","NA",
"4787","Selaginella densa-type","NISP","spore","NA","Vascular plants","VACR","Selaginella densa-type",
"26804","Selaginella densa-type","NISP","spore","NA","Vascular plants","VACR","NA",
"1227","Selaginella rupestris","NISP","spore","NA","Vascular plants","VACR","Selaginella rupestris",
"5198","Selaginella rupestris","NISP","spore","NA","Vascular plants","VACR","NA",
"1479","Selaginella selaginoides","NISP","spore","NA","Vascular plants","VACR","NA",
"2017","Selaginella selaginoides","NISP","spore","NA","Vascular plants","VACR","Selaginella selaginoides",
"3896","Selaginella sibirica","NISP","spore","NA","Vascular plants","VACR","Selaginella sibirica",
"13258","Selaginella sibirica","NISP","spore","NA","Vascular plants","VACR","NA",
"6168","Selaginella undiff.","NISP","spore","NA","Vascular plants","VACR","Selaginella undiff.",
"373","Striatriletes","NISP","spore","anachronic","Vascular plants","VACR","NA",
"32060","Striatriletes","NISP","spore","anachronic","Vascular plants","VACR","Striatriletes",
"9530","Thelypteris","NISP","spore","NA","Vascular plants","VACR","NA",
"35850","Thelypteris","NISP","spore","NA","Vascular plants","VACR","Thelypteris",
"345","Thelypteris palustris","NISP","spore","NA","Vascular plants","VACR","NA",
"1232","Thelypteris palustris","NISP","spore","NA","Vascular plants","VACR","Thelypteris palustris",
